respondent_id,BFI_E1,BFI_E2,BFI_E3,BFI_E4,BFI_E5,BFI_E6,BFI_E7,BFI_E8,BFI_E9,BFI_E10,BFI_A1,BFI_A2,BFI_A3,BFI_A4,BFI_A5,BFI_A6,BFI_A7,BFI_A8,BFI_A9,BFI_A10,BFI_C1,BFI_C2,BFI_C3,BFI_C4,BFI_C5,BFI_C6,BFI_C7,BFI_C8,BFI_C9,BFI_C10,BFI_N1,BFI_N2,BFI_N3,BFI_N4,BFI_N5,BFI_N6,BFI_N7,BFI_N8,BFI_N9,BFI_N10,BFI_O1,BFI_O2,BFI_O3,BFI_O4,BFI_O5,BFI_O6,BFI_O7,BFI_O8,BFI_O9,BFI_O10,age,gender
64,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,3.0,,1.0,1.0,3.0,3.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,3.0,49,Man
65,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,4.0,2.0,0.0,2.0,2.0,4.0,2.0,4.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,46,Kvinna
66,2.0,3.0,0.0,3.0,1.0,3.0,2.0,4.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,4.0,1.0,2.0,2.0,3.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,4.0,4.0,45,Kvinna
67,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,0.0,4.0,0.0,3.0,0.0,3.0,0.0,4.0,3.0,4.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,29,Kvinna
68,2.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,0.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,3.0,4.0,0.0,3.0,2.0,4.0,2.0,3.0,0.0,0.0,3.0,1.0,33,Man
69,4.0,0.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,0.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,,2.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0,3.0,2.0,4.0,25,Kvinna
70,1.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,0.0,4.0,1.0,2.0,1.0,0.0,3.0,1.0,3.0,,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,0.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,28,Kvinna
71,,2.0,2.0,2.0,4.0,0.0,3.0,2.0,4.0,0.0,3.0,2.0,3.0,2.0,4.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,1.0,3.0,0.0,4.0,1.0,4.0,2.0,2.0,1.0,2.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,2.0,1.0,4.0,1.0,60,Kvinna
72,2.0,0.0,3.0,0.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,43,Man
73,0.0,4.0,3.0,3.0,2.0,3.0,0.0,3.0,0.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,3.0,2.0,2.0,3.0,52,Kvinna
74,2.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,0.0,2.0,3.0,1.0,0.0,0.0,4.0,2.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,4.0,0.0,4.0,1.0,4.0,2.0,3.0,4.0,4.0,4.0,37,Kvinna
75,2.0,2.0,1.0,3.0,1.0,4.0,2.0,3.0,0.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,2.0,3.0,4.0,4.0,3.0,1.0,3.0,1.0,2.0,0.0,4.0,3.0,3.0,1.0,1.0,25,Kvinna
76,3.0,0.0,2.0,0.0,4.0,2.0,3.0,2.0,2.0,2.0,0.0,3.0,0.0,3.0,0.0,3.0,2.0,4.0,2.0,3.0,4.0,0.0,3.0,1.0,3.0,0.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,18,Man
77,4.0,1.0,3.0,0.0,2.0,0.0,4.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,45,Kvinna
78,2.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,4.0,1.0,4.0,0.0,3.0,0.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,34,Kvinna
79,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,3.0,3.0,3.0,0.0,4.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,38,Kvinna
80,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,54,Kvinna
81,1.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,4.0,0.0,3.0,1.0,1.0,0.0,4.0,0.0,,2.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,4.0,2.0,3.0,0.0,1.0,1.0,1.0,36,Kvinna
82,3.0,1.0,4.0,0.0,3.0,1.0,3.0,0.0,4.0,1.0,0.0,,2.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,4.0,3.0,1.0,,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,1.0,2.0,46,Kvinna
83,4.0,0.0,3.0,1.0,3.0,0.0,3.0,0.0,4.0,,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,3.0,18,Kvinna
84,0.0,2.0,0.0,4.0,0.0,4.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,3.0,3.0,1.0,2.0,0.0,3.0,1.0,4.0,0.0,4.0,1.0,3.0,0.0,4.0,1.0,2.0,2.0,3.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,3.0,0.0,4.0,0.0,2.0,1.0,0.0,18,Kvinna
85,1.0,2.0,1.0,4.0,1.0,2.0,2.0,4.0,1.0,3.0,3.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,4.0,0.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,36,Kvinna
86,3.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,0.0,2.0,1.0,2.0,0.0,3.0,2.0,2.0,4.0,2.0,4.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,40,Kvinna
87,3.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,0.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,0.0,3.0,2.0,4.0,0.0,2.0,2.0,1.0,0.0,2.0,18,Kvinna
88,3.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,4.0,2.0,4.0,2.0,3.0,1.0,3.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,2.0,0.0,46,Man
89,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,4.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,4.0,3.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,0.0,3.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,0.0,44,Man
90,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,2.0,3.0,1.0,1.0,1.0,38,Man
91,2.0,1.0,2.0,2.0,3.0,0.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,,2.0,3.0,3.0,0.0,4.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,0.0,2.0,2.0,55,Man
92,2.0,2.0,4.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,4.0,1.0,2.0,3.0,4.0,4.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,39,Kvinna
93,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,20,Man
94,1.0,4.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,4.0,2.0,3.0,,2.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,,2.0,3.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,3.0,44,Man
95,2.0,0.0,4.0,1.0,3.0,2.0,4.0,0.0,4.0,1.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,1.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,4.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,3.0,1.0,3.0,4.0,3.0,3.0,41,Kvinna
96,1.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,4.0,1.0,4.0,0.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,0.0,3.0,2.0,3.0,1.0,4.0,2.0,0.0,3.0,3.0,1.0,1.0,2.0,,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,66,Kvinna
97,3.0,1.0,4.0,0.0,3.0,0.0,4.0,1.0,4.0,0.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,4.0,0.0,3.0,1.0,3.0,0.0,3.0,1.0,4.0,4.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,,2.0,1.0,2.0,2.0,1.0,20,Kvinna
98,3.0,2.0,3.0,4.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,62,Kvinna
99,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,0.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,4.0,0.0,4.0,0.0,3.0,1.0,3.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,34,Kvinna
100,2.0,2.0,1.0,,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,4.0,2.0,2.0,4.0,1.0,3.0,0.0,3.0,4.0,3.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,51,Man
101,,3.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,4.0,0.0,4.0,1.0,4.0,3.0,4.0,0.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,37,Kvinna
102,1.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0,0.0,4.0,2.0,4.0,1.0,4.0,1.0,4.0,0.0,2.0,3.0,0.0,3.0,0.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,0.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,25,Man
103,2.0,4.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,0.0,2.0,2.0,3.0,2.0,,2.0,1.0,62,Man
104,2.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,,3.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,0.0,2.0,1.0,3.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,43,Kvinna
105,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,3.0,3.0,2.0,0.0,4.0,0.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,2.0,4.0,1.0,3.0,2.0,3.0,4.0,2.0,1.0,62,Kvinna
106,1.0,1.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,0.0,3.0,2.0,3.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,3.0,3.0,1.0,1.0,3.0,1.0,3.0,0.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,57,Kvinna
107,2.0,0.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,4.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,3.0,,4.0,2.0,0.0,1.0,1.0,41,Man
108,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,0.0,3.0,2.0,3.0,0.0,2.0,3.0,0.0,2.0,1.0,31,Kvinna
109,1.0,4.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,1.0,4.0,2.0,4.0,4.0,4.0,3.0,0.0,4.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,,27,Kvinna
110,2.0,3.0,2.0,3.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,4.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,35,Kvinna
111,2.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,0.0,4.0,0.0,2.0,1.0,2.0,0.0,3.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,4.0,0.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,18,Kvinna
112,3.0,1.0,3.0,1.0,2.0,2.0,4.0,2.0,3.0,0.0,2.0,0.0,4.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,43,Kvinna
113,2.0,3.0,2.0,3.0,2.0,2.0,0.0,3.0,0.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,0.0,1.0,3.0,3.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,41,Man
114,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,0.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,61,Man
115,4.0,3.0,3.0,0.0,4.0,2.0,3.0,0.0,2.0,2.0,2.0,2.0,3.0,0.0,4.0,4.0,3.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,4.0,1.0,4.0,0.0,4.0,,4.0,4.0,4.0,4.0,37,Kvinna
116,1.0,3.0,0.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,39,Kvinna
117,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,,3.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,0.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,3.0,0.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,45,Kvinna
118,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,0.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0,49,Man
119,4.0,2.0,2.0,,2.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.0,4.0,0.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,4.0,1.0,3.0,1.0,4.0,1.0,3.0,2.0,2.0,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,0.0,2.0,1.0,4.0,2.0,45,Man
120,1.0,4.0,1.0,4.0,1.0,4.0,0.0,3.0,0.0,3.0,1.0,2.0,3.0,0.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,0.0,3.0,1.0,4.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,4.0,1.0,3.0,1.0,4.0,0.0,1.0,0.0,0.0,27,Kvinna
121,3.0,1.0,4.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,4.0,0.0,3.0,0.0,3.0,2.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,0.0,3.0,0.0,3.0,2.0,1.0,0.0,2.0,42,Man
122,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,,1.0,2.0,3.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,40,Kvinna
123,2.0,0.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,4.0,1.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,4.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,41,Man
124,2.0,3.0,4.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,4.0,1.0,4.0,3.0,4.0,3.0,4.0,4.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,44,Man
125,3.0,2.0,3.0,,2.0,0.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,21,Kvinna
126,0.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0,0.0,2.0,1.0,3.0,3.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,0.0,2.0,2.0,24,Man
127,0.0,2.0,1.0,3.0,1.0,3.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,1.0,4.0,0.0,3.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,42,Kvinna
128,1.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,1.0,4.0,0.0,4.0,0.0,4.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,4.0,0.0,3.0,0.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,3.0,0.0,4.0,2.0,1.0,2.0,0.0,3.0,0.0,44,Kvinna
